,time,Aphanizomenon_flos-aquae,Planktothrix_rubescens,Phacotus_lenticularis,Pandorina_morum,Elakatothrix_gelatinosa,Closterium_aciculare,Cosmarium_sp,Staurastrum_sp,Stephanodiscus_sp,Centrales,Asterionella_formosa,Cymbella_sp,Fragilaria_crotonensis,Nitzschia_sp,Ulnaria_delicatissima_var_angustissima,Tabellaria_fenestrata,Dinobryon_sp,Erkenia_subaequiciliata,Rhodomonas_sp,Gymnodinium_sp,Gymnodinium_helveticum,Ceratium_hirundinella,Bosmina_longirostris_adult,Bosmina_longirostris_juvenile,Diplostraca_eggs,Diaptomus_sp_eggs,Diaptomus_sp_C1-C3,Diaptomus_sp_C4-C5,Eudiaptomus_gracilis_male,Eudiaptomus_gracilis_ovaria,Eudiaptomus_gracilis_female,Cyclops_abyssorum_male,Cyclops_sp_SU_C1-C3,Cyclops_sp_SU_C4-C5,Cyclopoida_nauplia,Cyclops_abyssorum_female,Cyclops_sp_eggs
10,11,0.056421563427218095,0.48532788683578376,0.07999542897956638,0.14189513094886977,0.028112903231493687,0.3413280743447064,0.28867513460124894,0.21530818814732916,0.034431619989002606,0.07390075098403413,0.18035788803834285,0.3061862178534438,0.19153262646600577,0.10153461651023321,0.028410982683258874,0.16222142111443,0.02761936645935017,0.05904626077336745,0.1693671851519834,0.16791112840744957,0.13006944328412365,0.06537204504489534,0.14684100692791957,0.19944579041366672,0.1601828223791985,0.0,0.23764015393178847,0.25007023808886686,0.31634807333183024,0.0,0.0,0.21549720634606745,0.29495970962568885,0.25393788948972207,0.4187873392408164,0.11918327985572572,0.13392080722836036
11,12,0.03178667345847778,0.4441871096913258,0.059518503773197486,0.11585688926631306,0.03360134623206104,0.2955987834393446,0.18257418584523172,0.21530818814732916,0.10612538021129915,0.0833012017234557,0.10690023504508618,0.25000000001358613,0.15288369605338376,0.09497693697338017,0.03890334024235631,0.13954814296841744,0.0,0.05312601169408272,0.18023046033682175,0.13224034529297454,0.09970799874659325,0.0,0.19176539784240823,0.1478544817343664,0.18678277457530384,0.0,0.36402021795266765,0.4267279434765569,0.15507645288852548,0.3359750664571541,0.0,0.0,0.28848578349778603,0.3239486330540854,0.4125546716712909,0.0,0.0
12,13,0.02696215495732437,0.3892437572010035,0.07558857537802978,0.0,0.04983885061890565,0.27869320567709743,0.18257418584523172,0.18196863130416527,0.11802564699367353,0.09450325973367348,0.12939416937460255,0.4841229182145383,0.1250736753142741,0.13903199955809817,0.04141576832682454,0.09032106474986129,0.0,0.056164196913319815,0.20592865651623599,0.11645489089633247,0.0,0.0,0.15780007311281896,0.17380648332829907,0.1460593486680443,0.12851284513650238,0.23481148473778657,0.325954282094707,0.0,0.0,0.0,0.0,0.3327605114192754,0.3926493169335453,0.32398742673517317,0.0,0.0
13,14,0.01484753503686849,0.32901980626641986,0.03703068801040547,0.11585688926631306,0.0,0.3413280743447064,0.0,0.21530818814732916,0.12997651513232283,0.13813941532761315,0.17066706087899494,0.467707173364898,0.12124397794941334,0.14801086614974418,0.050223996291280236,0.13572417848163107,0.0,0.1399663884061475,0.4183213911729641,0.2313724066867427,0.23889404266747608,0.0,0.1907592285448269,0.12289974297562689,0.17906714006317992,0.09087230426559746,0.296346400142458,0.3079174883955434,0.20396874045475483,0.4886542938145731,0.0,0.4299046652777056,0.1481830636132531,0.37625947797056775,0.2775627232864979,0.06173333608842236,0.0
14,15,0.03276244989229658,0.25650411746358,0.03854276208727207,0.1831858263694298,0.0,0.2955987834393446,0.12909944485918906,0.18196863130416527,0.1470919450780014,0.33551075001624603,0.2655797095178571,0.5303300858738992,0.11806864045404286,0.17948953964695288,0.06886367424457668,0.24628823503653705,0.0,0.12018281695047878,0.5061767739295827,0.4681123726886641,0.43186117605059315,0.0,0.15780007311281896,0.06168396708405325,0.22638911749535398,0.09087230426559746,0.3005682537576433,0.4085043642374245,0.20396874045475483,0.0,0.24883474018702872,0.6569282840455405,0.16566366769020527,0.3081897234159561,0.15028315216935423,0.043652060573391674,0.10934588121703732
15,16,0.0932590458590967,0.22858559068946593,0.04275935538681677,0.0,0.08092275772271025,0.09853292782164962,0.34156502554286555,0.2699030976609657,0.18858974962702132,0.12209092422931973,0.18927331057582286,0.3061862178534438,0.14595669443956186,0.3443206369778507,0.02246085395880017,0.14327007985145418,0.06816395344505057,0.34041639180584415,0.891824165737711,0.11948019705253775,0.4790842918601108,0.06537204504489534,0.36619294206572905,0.08723430283124368,0.4978653620198808,0.1810548731832802,0.2239924709380007,0.44412652351592713,0.408248290463863,0.0,0.0,0.350569954935659,0.6954850986978871,0.8381584260689612,0.20720828596973562,0.08697279501358897,0.43655436104215883
16,17,0.06011483866333806,0.04190220426089448,0.035454184524934255,0.11585688926631306,0.09853849009327154,0.09853292782164962,0.0,0.0,0.07699144287085037,0.028900879888369375,0.37579864284270004,0.25000000001358613,0.044918382486601696,0.0,0.0,0.05256574829370402,0.06396514307612364,0.0,0.7745573452085974,0.0422426287773659,0.288010709203407,0.0,0.4463586702580997,0.30142442113357887,0.27738617382792224,0.1810548731832802,0.4698668239114657,0.5226107630128738,0.3161475357057619,0.0,0.0,0.350569954935659,0.3326699827761183,0.20733941853636076,0.492711742297562,0.0,0.37782750454196135
17,18,0.044306303151254355,0.07396707552930547,0.46411631499856526,0.2837902618886003,0.06463347998600978,0.0,0.34156502554286555,0.37292472120309655,0.0,0.01963428153777366,0.05922859054534505,0.25000000001358613,0.1444226402163289,0.0,0.0,0.0,0.03533081228866284,0.09111035839613162,0.29789892199761236,0.0,0.15751828736876292,0.0,0.2859009742471519,0.20107707979496361,0.3290455936756733,0.29622507176082036,0.11571322040201985,0.2661405568445642,0.4215969094150549,0.0,0.0,0.0,0.31225800528099407,0.2764964080745748,0.4130934113256383,0.0,0.47140452074760825
18,19,0.05545982841430759,0.0938878503756851,0.8728435071130105,0.14189513094886977,0.11194847118821624,0.197065855624096,0.5163977794799307,0.36393726260833054,0.0,0.022671715465095013,0.0978127980777954,0.0,0.22271735141637067,0.21237488736719115,0.0,0.016222142111443,0.5979043383407866,0.1180925215467349,0.0,0.07068543782550454,0.23889404266747608,0.22645540683964802,0.18570549006770806,0.10643429953547101,0.4236312248101482,0.0,0.0,0.15092850945726183,0.157873039177812,0.0,0.0,0.0,0.4677162998705446,0.3023367801667062,0.3549578347035288,0.0,0.3272082171818189
19,20,0.15619343401357763,0.3940824050945651,0.7185289509121587,0.38425383109098876,0.09140554395810438,0.7632327769630303,0.9660917831100663,0.9966832412363202,0.09109750373816561,0.05944573944767972,0.18983412158439608,0.0,0.3196767488744509,0.654091011625455,0.04141576832682454,0.0,0.06175878090194092,0.434855147070057,0.37359410392667164,0.07316637928448794,0.23889404266747608,0.21681454518698828,0.219699839768084,0.13488660571987438,0.23746630056165657,0.0,0.13436138501498213,0.16522909084764786,0.200076089026911,0.0,0.0,0.0,0.4438345165370235,0.2782338500010661,0.30194753623713605,0.0,0.2926639265660247
20,21,0.239162537406638,0.552375570399756,0.29275329360265334,0.1831858263694298,0.07951529805532156,0.4406526492625775,0.48304589155503314,0.40689422936870984,0.034431619989002606,0.06706383875214675,0.20659376140152064,0.17677669528703,0.3636959118748735,0.12943174770918306,0.030134397771861433,0.0,0.05428899909850866,0.24582918689505973,0.23631790125076604,0.08860888566648875,0.4457308257287042,0.19611613514037024,0.1071831152775776,0.08690324166414953,0.1307887267959688,0.09087230426559746,0.10021058842508607,0.1847317394979145,0.22355006635296037,0.0,0.17595273218104074,0.0,0.405540124874022,0.33331969421086877,0.1487133767913973,0.0,0.15405156298451184
21,22,0.33091228344269263,0.7385214688760334,0.05126666611797646,0.0,0.02375973977768741,0.4406526492625775,0.28867513460124894,0.2699030976609657,0.0,0.016031323746500604,0.13263966826469098,0.0,0.08348713632644959,0.0,0.014205491341629437,0.0,0.014423743715630164,0.025769900907778004,0.1532296262743524,0.049982152429195466,0.34883216317688776,0.0,0.11877344607832327,0.11130834424633965,0.14479896607744813,0.06711364452467983,0.19923997048901387,0.16400458789129946,0.06757373783994859,0.0,0.0,0.0,0.15905138505385105,0.1432922148111597,0.12079570019671414,0.0,0.11420804814403217
22,23,0.19655467240410118,0.7930517401275056,0.035454184524934255,0.14189513094886977,0.015026978862078983,0.492664639108248,0.34156502554286555,0.2699030976609657,0.034431619989002606,0.0,0.12753228568870384,0.17677669528703,0.05745978794165218,0.07179581586346322,0.02246085395880017,0.025649458798892244,0.008327552317770937,0.0,0.08915598416477258,0.06811419223308011,0.13006944328412365,0.09245003270255589,0.08107421348018942,0.0,0.0,0.0,0.16580666582253006,0.1908592846030017,0.16877337804968529,0.0,0.0,0.14459468321819194,0.2613191894412813,0.17177503759653504,0.18657082811928483,0.0,0.08985841174391951
23,24,0.056421563427218095,0.7035597235743272,0.06502375119108557,0.0,0.0,0.39413171130580155,0.28867513460124894,0.23017413506484177,0.062072485673855635,0.048093971245309924,0.08748642622381009,0.25000000001358613,0.07018716018222905,0.13431767238040887,0.02246085395880017,0.034412360079557704,0.013167016328398106,0.018222071679226324,0.11218750724828454,0.1308839982052308,0.024368163864528843,0.0,0.11681569341544638,0.10643429953547101,0.07993900113485923,0.07869772399443642,0.3067610031252464,0.2558905846489047,0.22369186786823636,0.0,0.4301773609380341,0.4563683652873975,0.20498459124955495,0.3592363240229821,0.306870710107164,0.0753206499199046,0.0
24,25,0.03575025932018715,0.501863183976271,0.0414015678242265,0.0819231920553037,0.0,0.22032632461411292,0.28867513460124894,0.24413653759292184,0.07504197599310763,0.06561102012515116,0.05832428414524472,0.25000000001358613,0.03395510552771393,0.05076730825235768,0.0317644442963196,0.02294157338328355,0.0,0.018222071679226324,0.1091975464759707,0.15230796407329575,0.15751828736876292,0.0,0.05646177918562857,0.03506950925512695,0.08010832774547635,0.09041218837767875,0.1082104054583305,0.15096038790074637,0.1056496416382239,0.0,0.22646460893287879,0.24883474018702872,0.10605255032428111,0.2609312292213769,0.15942797708945672,0.06173333608842236,0.0
25,26,0.03048009714311866,0.4899698679305975,0.03703068801040547,0.11585688926631306,0.03360134623206104,0.17066403720561407,0.28867513460124894,0.18196863130416527,0.10612538021129915,0.0920929435596059,0.08564440042813787,0.5303300858738992,0.029848204042324186,0.14801086614974418,0.03479620533251655,0.0,0.008327552317770937,0.018222071679226324,0.47253759834395914,0.3524159504660261,0.14410626923392708,0.0,0.11500448769653687,0.04778019544890894,0.12664526990868588,0.04901287603006696,0.10265740433737482,0.0828239615910379,0.11171828017298574,0.18636543529056776,0.1660782309710851,0.23606536199017317,0.1432007945946701,0.13719185080749843,0.12084600513600509,0.023544170587854223,0.0
26,27,0.056746227799517025,0.3609464854115214,0.047806412656379436,0.245769576155358,0.07437975056935756,0.13934660286570613,0.34156502554286555,0.1993366482819293,0.2593823313806841,0.535671756041962,0.1508277716294173,0.6249999999932069,0.07074494771119107,0.16837611308605638,0.05315208161116105,0.0,0.008327552317770937,0.08350402279311472,0.27887048009288534,0.40385367067758315,0.25923592791590505,0.0,0.20645478090807298,0.08126232784861881,0.2243690339922917,0.10384065023762863,0.17197257444480438,0.18647112826711598,0.17046319335796584,0.0,0.3845627802777676,0.5438538994819613,0.22300052157845981,0.13114808979158338,0.27571661487572874,0.0813273664585843,0.10234406822171938
27,28,0.07634647588466288,0.2628957827068991,0.0414015678242265,0.2006700186484476,0.0,0.13934660286570613,0.3651483716599344,0.14095229571463794,0.5133083645915859,0.27441206046480576,0.1375575490540209,0.5303300858738992,0.07813699529963576,0.1721603184726541,0.050223996291280236,0.04588314676949281,0.01177693742916316,0.20696294987218433,0.6497979366767775,0.19172756068663388,0.41042197451787377,0.06537204504489534,0.3635758890592194,0.36924608686116805,0.5021255632815491,0.2565384373414069,0.15838659513499095,0.17427723112707816,0.18264364529575167,0.6897514591957901,0.5551453825830466,0.35123834439841717,0.4128834882653175,0.4104473096499829,0.311280910879371,0.06149905313285631,0.15405156298451184
28,29,0.13095965181229535,0.12549191303388724,0.16800400494157547,0.866993571123732,0.19126221578078337,0.0,0.4654746681575633,0.2573425063168199,0.1430052581284381,0.05495260919618409,0.39091141698746845,0.0,0.0331744240330208,0.08027016238014605,0.0,0.0,0.2029600645350865,0.04463477767181841,0.3843379124380676,0.08448525756024138,0.288010709203407,0.0,0.24760732009693048,0.37607858903229363,0.16878330746270134,0.20946275695905095,0.3372459094516382,0.2661405568445642,0.3333333333333333,0.0,0.5735698146764553,0.0,0.2364269470718252,0.15458089688731827,0.3345637788298925,0.07101298975772945,0.2520447778554739
29,30,0.23864623615997166,0.14512252737650516,0.7199588607043091,0.9518614753860372,0.04115307646956986,0.0,0.40824829041835314,1.0,0.051647429983503905,0.035847129663884494,0.918289182546555,0.17677669528703,0.1885682932026732,0.07179581586346322,0.020089598515505926,0.016222142111443,0.12407773503236393,0.1844844149727518,0.38833596121960023,0.053433168523620296,0.288010709203407,0.06537204504489534,0.35680241240178306,0.44253047629464554,0.4259499922321822,0.2756712443350814,0.23568546040405636,0.3131667444857043,0.7338791595104651,0.4677021307006314,0.9540241090367393,0.33681671796938345,0.6586986486701323,0.17251682424575418,0.6542929612301663,0.05908637903992208,0.0
30,31,0.07939647426928217,0.45142999563288905,0.6086640666667702,0.5245643766868474,0.07588252362242957,0.39413171130580155,0.3651483716599344,0.4950081944676303,0.0,0.08780717641566202,0.05967560511142487,0.17677669528703,0.3001017392375129,0.07179581586346322,0.047114284744614814,0.034412360079557704,0.21914282640044305,0.3305184440527422,0.237177235387957,0.13358292128945007,0.3062029946383569,0.48481206160628976,0.16207134188314962,0.13953239381988516,0.3026480114128975,0.11852823733922535,0.13120645911116854,0.11409122908551693,0.3162621441859199,0.0,0.4598789429026934,0.325183519075845,0.32755007868621216,0.228545123585591,0.35921243914558293,0.08067468175238135,0.20208540106112047
31,32,0.21917932360894207,0.28464756024164833,0.3571110226091353,0.14189513094886977,0.08092275772271025,0.35526552353994184,0.40824829041835314,0.4950081944676303,0.0,0.035847129663884494,0.0103103742079991,0.0,0.05813980909825286,0.05076730825235768,0.014205491341629437,0.0,0.0300254168856645,0.23049300077532245,0.3616711497087491,0.11948019705253775,0.41765717398896546,0.22645540683964802,0.1964393633561821,0.12731039218950485,0.3369467332368676,0.0,0.12269906662705303,0.23512617076267361,0.38734043916251476,0.3198993271474479,0.22950190785835503,0.22950190785835503,0.4952983404173677,0.29590771330841875,0.27424614093041155,0.06982203455857129,0.31177711419992915
32,33,0.42386428014008426,0.372776693412863,0.13394329681998923,0.2006700186484476,0.04751947955537482,0.6073977599923869,0.4472135955498116,0.6197628257691891,0.034431619989002606,0.04390358820783101,0.12877653258177071,0.0,0.28098187878524145,0.08793155726296574,0.03890334024235631,0.0,0.047838145984791136,0.2347749705270086,0.5064018281847504,0.07316637928448794,0.5700275173582968,0.2695358466951467,0.1451433659788155,0.12313406109680095,0.0716813182224896,0.09941985343166035,0.10967080087080185,0.16974541489280803,0.15276912940790993,0.0,0.0,0.15767468859651718,0.2363856207067835,0.12270812174583036,0.11488996931232315,0.039117466220552816,0.09798698523458267
33,34,0.5444594289047582,0.2689964998608149,0.03023543015318367,0.16384638409477778,0.02375973977768741,0.3413280743447064,0.31622776601683794,0.3044917598246652,0.06667654540017474,0.01792356482934478,0.09135014822296882,0.0,0.13110844484275244,0.0,0.024604632753605013,0.0,0.0,0.0631231079369934,0.11801659937290088,0.10686633703635134,0.48554742790225225,0.0,0.16951439307964872,0.15560551102236928,0.1490348352359982,0.16209485126949488,0.07742577554679127,0.1907295806923717,0.16320608219782207,0.2168709728549146,0.15767468859651718,0.3138583552364545,0.12432350067989613,0.13119535206595456,0.10120343028584664,0.08271931977035392,0.11963107540642838
34,35,1.0,0.4656743852632081,0.04535314522813237,0.2006700186484476,0.028112903231493687,0.13934660286570613,0.25819888973996535,0.3255153835161958,0.12650984998326067,0.037596786771994135,0.14671919710429004,0.0,0.0895446121002558,0.08027016238014605,0.02246085395880017,0.0,0.0,0.05762325019320431,0.19665605873055034,0.09060034523154509,0.27863010080923106,0.09245003270255589,0.21440807853524485,0.18698292990328,0.17753788277678265,0.0,0.16665478731761485,0.23668355520262202,0.24816384600632851,0.0,0.37743393331831615,0.1690499169652189,0.15829529993074268,0.16267622079571356,0.2565543847370479,0.1024707321340843,0.0
35,36,0.28279074728020825,0.23733784033985766,0.03703068801040547,0.2167483927510178,0.05418054280471363,0.17066403720561407,0.0,0.36393726260833054,0.1730167491633754,0.05316988575460348,0.2345468501924811,0.0,0.09873024534528776,0.07179581586346322,0.0317644442963196,0.04135850959129017,0.008327552317770937,0.03156155396392282,0.19011343657659704,0.0377829557971756,0.3649107694106044,0.13074409009831697,0.23754689217745095,0.2727639567049237,0.1671994440600154,0.13371788573810728,0.41189566715678666,0.4899610245597681,0.26978254341115127,0.0,0.8200040743174145,0.5798304414133232,0.2950011218924321,0.24218172167800608,0.48433043600004305,0.12871226532787655,0.0
36,37,0.034288913400732556,0.09615813298960756,0.05855065872053066,0.0,0.05418054280471363,0.0,0.0,0.2699030976609657,0.12294547491763907,0.0785371261582081,0.1250066438056285,0.3061862178534438,0.05745978794165218,0.1605403247533125,0.028410982683258874,0.016222142111443,0.0,0.0,0.262682522599961,0.08860888566648875,0.1827601045038696,0.0,0.22920348978471855,0.2548147812237302,0.16013931216283595,0.0,0.2453981332330082,0.2133871672431793,0.2069671447291227,0.0,0.3980143800886762,0.23037620399669217,0.1567008769032972,0.1357355114302057,0.4034461654996337,0.05715396337912188,0.0
37,38,0.023251358156532512,0.0998872779684894,0.07482887192443963,0.11585688926631306,0.015026978862078983,0.2413553960098466,0.0,0.2573425063168199,0.14091747806290977,0.1424895221885781,0.11596306637003542,0.41457809876370216,0.08488776382711327,0.1998710924873538,0.030134397771861433,0.0638666373581067,0.0,0.07057378014704137,0.2064077385664467,0.22352698093481396,0.13006944328412365,0.06537204504489534,0.17578425688470925,0.15080780982192554,0.12016249161133395,0.0,0.20808571413990692,0.16880735216517934,0.2091877456678453,0.0,0.48113574779532986,0.152379535934061,0.15421539782268134,0.14670410671262837,0.30757260225434885,0.05346263731293644,0.0
38,39,0.04647449008082355,0.09274802230838665,0.04407533468156534,0.34757066781759455,0.035241389241957265,0.09853292782164962,0.12909944485918906,0.1993366482819293,0.1764095573747093,0.7569603350566556,0.2313524832421583,0.5994789404211722,0.14800687361256432,0.315002863677935,0.055017631392355305,0.064888568445772,0.037241946137443485,0.15136389545543558,0.48670848037337544,0.22031059770790504,0.8345551796012108,0.0,0.15164392179500055,0.10034721993000408,0.16008128016780288,0.10493029865924854,0.1828890866744306,0.1422967633442252,0.27891699422893224,0.0,0.6724539734090854,0.6724539734090854,0.28139251736437815,0.24445105711496312,0.2704336637569225,0.08708337712063915,0.1262617479108667
39,40,0.18792685334214926,0.07105391532901316,0.03023543015318367,0.4983193229808119,0.07662285844091207,0.09853292782164962,0.0,0.18196863130416527,0.12294547491763907,0.36345524799612244,0.23158211358782474,0.17677669528703,0.3117925264360853,0.5025707110364391,0.036217038774408176,0.0,0.10113777149979727,0.0407457909656238,0.6182150920181753,0.15805744403397554,0.4725548620390518,0.0,0.31671524081508023,0.38566495962963676,0.8136310990430652,0.26794565901245665,0.2562983823835209,0.4638750249492542,0.539308578567368,0.0,0.9703473834406139,0.8200040743174145,0.44728621283134595,0.36463187641811196,0.4659400265596503,0.15753975674028506,0.0
40,41,0.3180606980326963,0.032979295502823205,0.03854276208727207,0.7327433054069269,0.14452485485750446,0.09853292782164962,0.18257418584523172,0.18196863130416527,0.048693663962924044,0.09278799450212286,0.25349685785804943,0.0,0.06791021105542785,0.1605403247533125,0.014205491341629437,0.0,0.060625495984498394,0.034090374552144545,0.36916184048032413,0.07789155879579057,0.32370802938764276,0.0,0.3069922258494186,0.4156236224076852,0.20242433093898954,0.2810237779980284,0.3956264253748416,0.3164261199089187,0.31622776601683794,0.0,0.8600275285872337,0.47093696549861463,0.2869319381952205,0.13121614207512808,1.0,0.19082038266917217,0.2391106711200449
41,42,0.0821420910135814,0.11803601473623326,0.343741072316729,0.9268551142144538,0.17427408760002927,0.13934660286570613,0.5627314339173608,0.7931828747057094,0.059637315218227745,0.13364779160382825,0.79717263747283,0.17677669528703,0.07746338794919523,0.2093189742607915,0.014205491341629437,0.0,0.09657806769987527,0.10307960361430656,0.3911700064785533,0.06265594392815767,0.26904325125597917,0.11322770343213064,0.25229740531384376,0.30148326433940364,0.35528705726953985,0.0,0.15217291839602226,0.20494146432642948,0.5406981830851189,0.0,0.4772389330582094,0.2381653853265303,0.28879086249489955,0.128619080751889,0.5375837891312906,0.05908637903992208,0.14800795424494595
